full,dpa_align,UPP,MAFFT_PARTTREE,trfl,837,45.7
full,default_align,UPP,DEFAULT,kunitz,2266,92.6
full,dpa_align,MAFFT-GINSI,MAFFT_PARTTREE,gpdh,7691,95.0
full,std_align,MAFFT-FFTNS1,MAFFT_PARTTREE,egf,7774,61.3
full,dpa_align,MAFFT-FFTNS1,MAFFT-FFTNS1,cys,4316,76.8
full,dpa_align,MAFFT-SPARSECORE,MAFFT-FFTNS1,cys,4316,88.0
full,dpa_align,MAFFT-SPARSECORE,MAFFT-FFTNS1,TNF,556,88.3
full,std_align,MAFFT-FFTNS1,MAFFT-FFTNS1,aadh,3127,76.1
full,dpa_align,MAFFT-FFTNS1,MAFFT-FFTNS1,serpin,3144,85.3
full,std_align,MAFFT-FFTNS1,MAFFT-FFTNS1,Sulfotransfer,2489,64.6
full,dpa_align,MAFFT-SPARSECORE,MAFFT-FFTNS1,serpin,3144,94.0
full,std_align,MAFFT-FFTNS1,MAFFT_PARTTREE,Ald_Xan_dh_2,2589,80.8
full,dpa_align,MAFFT-SPARSECORE,MAFFT_PARTTREE,hr,3707,98.4
full,dpa_align,UPP,MAFFT-FFTNS1,rub,1435,92.4
full,dpa_align,CLUSTALO,MAFFT-FFTNS1,ChtBD,774,95.4
full,std_align,MAFFT-FFTNS1,MAFFT-FFTNS1,rrm,27610,77.1
full,std_align,CLUSTALO,MAFFT-FFTNS1,OTCace,4795,93.9
full,dpa_align,MAFFT-SPARSECORE,MAFFT_PARTTREE,sti,613,83.4
full,dpa_align,MAFFT-SPARSECORE,CLUSTALO,zf-CCHH,88345,89.1
full,dpa_align,MAFFT-GINSI,MAFFT_PARTTREE,TNF,556,90.1
full,std_align,MAFFT-FFTNS1,MAFFT-FFTNS1,mofe,2567,79.8
full,dpa_align,MAFFT-GINSI,CLUSTALO,HMG_box,4779,96.3
full,std_align,CLUSTALO,MAFFT_PARTTREE,rrm,27610,26.6
full,dpa_align,MAFFT-SPARSECORE,MAFFT_PARTTREE,ricin,747,93.8
full,dpa_align,MAFFT-GINSI,MAFFT_PARTTREE,DMRL_synthase,2099,90.9
full,dpa_align,MAFFT-GINSI,CLUSTALO,az,1086,73.0
full,dpa_align,CLUSTALO,CLUSTALO,hpr,3349,100.0
full,dpa_align,CLUSTALO,MAFFT-FFTNS1,hom,12037,89.4
full,dpa_align,MAFFT-GINSI,MAFFT_PARTTREE,hla,13465,98.7
full,std_align,MAFFT-FFTNS1,CLUSTALO,az,1086,68.0
full,dpa_align,UPP,MAFFT_PARTTREE,HLH,6781,74.8
full,std_align,MAFFT-FFTNS1,MAFFT-FFTNS1,adh,21331,98.8
full,dpa_align,MAFFT-GINSI,MAFFT_PARTTREE,GEL,2195,64.2
full,dpa_align,CLUSTALO,CLUSTALO,KAS,2070,85.9
full,dpa_align,MAFFT-SPARSECORE,MAFFT-FFTNS1,glob,3983,94.9
full,dpa_align,MAFFT-GINSI,MAFFT_PARTTREE,rnasemam,498,93.8
full,std_align,MAFFT-FFTNS1,MAFFT_PARTTREE,kunitz,2266,91.8
full,default_align,UPP,DEFAULT,ldh,7367,50.6
full,std_align,CLUSTALO,CLUSTALO,ldh,7367,86.6
full,dpa_align,UPP,MAFFT_PARTTREE,tms,2118,93.9
full,dpa_align,MAFFT-FFTNS1,MAFFT-FFTNS1,uce,4558,69.9
full,dpa_align,UPP,MAFFT-FFTNS1,subt,7517,44.3
full,dpa_align,CLUSTALO,CLUSTALO,DMRL_synthase,2099,92.4
full,dpa_align,UPP,MAFFT-FFTNS1,gluts,10099,87.8
full,dpa_align,MAFFT-FFTNS1,MAFFT_PARTTREE,ghf11,521,93.0
full,dpa_align,MAFFT-FFTNS1,CLUSTALO,hormone_rec,3509,68.3
full,dpa_align,MAFFT-FFTNS1,MAFFT-FFTNS1,hla,13465,99.6
full,default_align,MAFFT-SPARSECORE,DEFAULT,Acetyltransf,46285,50.7
full,dpa_align,CLUSTALO,MAFFT-FFTNS1,blmb,17200,48.5
full,dpa_align,MAFFT-FFTNS1,CLUSTALO,hip,167,82.5
full,dpa_align,CLUSTALO,MAFFT-FFTNS1,Ald_Xan_dh_2,2589,82.3
full,std_align,MAFFT-FFTNS1,MAFFT_PARTTREE,Stap_Strp_toxin,640,71.7
full,std_align,CLUSTALO,CLUSTALO,icd,5678,93.2
full,dpa_align,MAFFT-GINSI,MAFFT_PARTTREE,profilin,687,91.0
