full,dpa_align,CLUSTALO,MAFFT-FFTNS1,trfl,837,18871
full,std_align,CLUSTALO,MAFFT_PARTTREE,hip,167,393
full,std_align,MAFFT-FFTNS1,CLUSTALO,adh,21331,106318
full,std_align,CLUSTALO,MAFFT-FFTNS1,GEL,2195,19976
full,dpa_align,MAFFT-GINSI,MAFFT_PARTTREE,msb,4884,2004107
full,std_align,CLUSTALO,MAFFT-FFTNS1,zf-CCHH,88345,1036869
full,dpa_align,CLUSTALO,MAFFT_PARTTREE,toxin,508,1684
full,dpa_align,UPP,MAFFT_PARTTREE,trfl,837,748019
full,dpa_align,MAFFT-SPARSECORE,MAFFT_PARTTREE,cah,1379,290918
full,dpa_align,MAFFT-FFTNS1,MAFFT-FFTNS1,sdr,50157,255207
full,dpa_align,UPP,CLUSTALO,DEATH,1183,274334
full,dpa_align,MAFFT-GINSI,MAFFT_PARTTREE,subt,7517,58071540
full,dpa_align,CLUSTALO,CLUSTALO,Stap_Strp_toxin,640,3168
full,dpa_align,UPP,CLUSTALO,annexin,3139,866848
full,default_align,UPP,DEFAULT,TNF,556,170665
full,dpa_align,UPP,MAFFT-FFTNS1,lyase_1,7632,4142145
full,dpa_align,MAFFT-FFTNS1,MAFFT_PARTTREE,ChtBD,774,514
full,std_align,CLUSTALO,CLUSTALO,mofe,2567,96907
full,dpa_align,CLUSTALO,MAFFT-FFTNS1,egf,7774,17041
full,dpa_align,MAFFT-FFTNS1,MAFFT_PARTTREE,hr,3707,13571
full,dpa_align,MAFFT-SPARSECORE,CLUSTALO,TNF,556,61655
full,dpa_align,CLUSTALO,CLUSTALO,ldh,7367,35081
full,dpa_align,MAFFT-FFTNS1,MAFFT-FFTNS1,toxin,508,1622
full,dpa_align,MAFFT-GINSI,MAFFT_PARTTREE,rhv,17976,4104592
full,dpa_align,MAFFT-FFTNS1,MAFFT-FFTNS1,blmb,17200,63621
full,dpa_align,MAFFT-GINSI,MAFFT_PARTTREE,serpin,3144,5059809
full,dpa_align,MAFFT-FFTNS1,CLUSTALO,trfl,837,2463
full,std_align,MAFFT-FFTNS1,MAFFT-FFTNS1,DMRL_synthase,2099,2354
full,dpa_align,MAFFT-GINSI,CLUSTALO,lyase_1,7632,2688404
full,std_align,CLUSTALO,MAFFT_PARTTREE,HLH,6781,18280
full,dpa_align,MAFFT-SPARSECORE,MAFFT-FFTNS1,hla,13465,507143
full,dpa_align,MAFFT-SPARSECORE,MAFFT-FFTNS1,cyclo,6288,868712
full,dpa_align,MAFFT-FFTNS1,MAFFT-FFTNS1,adh,21331,86223
full,std_align,CLUSTALO,MAFFT_PARTTREE,zf-CCHH,88345,199307
full,dpa_align,MAFFT-GINSI,MAFFT-FFTNS1,ghf1,4358,9036751
full,dpa_align,UPP,CLUSTALO,rhv,17976,3926699
full,std_align,CLUSTALO,MAFFT-FFTNS1,sodfe,4455,27471
full,default_align,MAFFT-SPARSECORE,DEFAULT,OTCace,4795,145600
full,dpa_align,MAFFT-FFTNS1,CLUSTALO,gluts,10099,60915
full,dpa_align,CLUSTALO,MAFFT-FFTNS1,sti,613,7933
full,dpa_align,MAFFT-GINSI,MAFFT-FFTNS1,rvp,93681,7140717
full,std_align,CLUSTALO,CLUSTALO,icd,5678,144405
full,std_align,CLUSTALO,MAFFT_PARTTREE,DMRL_synthase,2099,13735
full,dpa_align,MAFFT-FFTNS1,MAFFT-FFTNS1,int,7572,32016
full,default_align,UPP,DEFAULT,az,1086,370162
full,std_align,CLUSTALO,MAFFT-FFTNS1,ldh,7367,137702
full,dpa_align,UPP,MAFFT_PARTTREE,phoslip,946,312064
full,std_align,MAFFT-FFTNS1,MAFFT_PARTTREE,il8,1073,937
full,dpa_align,UPP,MAFFT_PARTTREE,icd,5678,2667479
full,dpa_align,MAFFT-FFTNS1,CLUSTALO,blm,9105,79897
full,dpa_align,MAFFT-GINSI,MAFFT-FFTNS1,OTCace,4795,1558170
full,std_align,MAFFT-FFTNS1,MAFFT_PARTTREE,lyase_1,7632,24901
full,dpa_align,MAFFT-SPARSECORE,CLUSTALO,profilin,687,63907
full,dpa_align,MAFFT-FFTNS1,CLUSTALO,tgfb,1606,10007
full,dpa_align,MAFFT-SPARSECORE,MAFFT-FFTNS1,phoslip,946,43958
full,default_align,MAFFT-SPARSECORE,DEFAULT,ldh,7367,169399
full,default_align,MAFFT-SPARSECORE,DEFAULT,zf-CCHH,88345,4094664
full,dpa_align,MAFFT-SPARSECORE,MAFFT-FFTNS1,adh,21331,1660432
full,dpa_align,UPP,CLUSTALO,toxin,508,115089
full,default_align,MAFFT-SPARSECORE,DEFAULT,ghf22,760,47714
full,default_align,UPP,DEFAULT,myb_DNA-binding,10398,1311347
full,dpa_align,MAFFT-SPARSECORE,MAFFT_PARTTREE,tms,2118,363231
full,dpa_align,UPP,MAFFT-FFTNS1,Acetyltransf,46285,11483461
