full,dpa_align,MAFFT-SPARSECORE,MAFFT_PARTTREE,profilin,687,80.5
full,dpa_align,UPP,CLUSTALO,mofe,2567,70.0
full,dpa_align,UPP,MAFFT_PARTTREE,Ald_Xan_dh_2,2589,22.0
full,std_align,MAFFT-FFTNS1,MAFFT-FFTNS1,scorptoxin,363,76.7
full,std_align,MAFFT-FFTNS1,MAFFT-FFTNS1,ghf1,4358,60.0
full,dpa_align,UPP,MAFFT-FFTNS1,uce,4558,39.2
full,default_align,UPP,DEFAULT,rvp,93681,38.7
full,dpa_align,MAFFT-SPARSECORE,MAFFT_PARTTREE,GEL,2195,38.4
full,default_align,MAFFT-SPARSECORE,DEFAULT,glob,3983,50.6
full,dpa_align,MAFFT-FFTNS1,MAFFT_PARTTREE,biotin_lipoyl,11833,74.1
full,std_align,CLUSTALO,CLUSTALO,DEATH,1183,21.0
full,dpa_align,UPP,MAFFT_PARTTREE,hr,3707,96.2
full,dpa_align,MAFFT-SPARSECORE,MAFFT-FFTNS1,tgfb,1606,57.3
full,std_align,CLUSTALO,MAFFT_PARTTREE,cytb,3206,25.0
full,dpa_align,MAFFT-SPARSECORE,MAFFT-FFTNS1,flav,4612,58.9
full,std_align,CLUSTALO,MAFFT_PARTTREE,ghf10,1502,61.0
full,std_align,CLUSTALO,MAFFT-FFTNS1,glob,3983,52.9
full,dpa_align,MAFFT-FFTNS1,MAFFT-FFTNS1,oxidored_q6,3348,91.4
full,dpa_align,UPP,CLUSTALO,annexin,3139,0.0
full,dpa_align,CLUSTALO,MAFFT-FFTNS1,rrm,27610,9.9
full,std_align,MAFFT-FFTNS1,MAFFT_PARTTREE,sodcu,2038,56.6
full,dpa_align,MAFFT-GINSI,CLUSTALO,cys,4316,66.0
full,dpa_align,MAFFT-FFTNS1,MAFFT_PARTTREE,adh,21331,95.7
full,dpa_align,MAFFT-FFTNS1,MAFFT-FFTNS1,rrm,27610,14.4
full,dpa_align,UPP,CLUSTALO,adh,21331,97.1
full,dpa_align,MAFFT-FFTNS1,CLUSTALO,lyase_1,7632,57.5
full,std_align,CLUSTALO,MAFFT-FFTNS1,toxin,508,49.4
full,std_align,MAFFT-FFTNS1,MAFFT_PARTTREE,egf,7774,11.8
full,dpa_align,MAFFT-FFTNS1,MAFFT_PARTTREE,phc,2957,86.6
full,default_align,UPP,DEFAULT,ins,793,37.7
full,std_align,MAFFT-FFTNS1,CLUSTALO,ghf10,1502,79.9
full,dpa_align,CLUSTALO,MAFFT-FFTNS1,cyt3,385,59.3
full,dpa_align,MAFFT-FFTNS1,MAFFT-FFTNS1,ghf11,521,79.2
full,std_align,CLUSTALO,MAFFT-FFTNS1,flav,4612,49.1
full,default_align,MAFFT-SPARSECORE,DEFAULT,cyclo,6288,75.1
full,dpa_align,UPP,MAFFT_PARTTREE,rnasemam,498,69.4
full,std_align,CLUSTALO,MAFFT-FFTNS1,phc,2957,79.3
full,std_align,CLUSTALO,MAFFT-FFTNS1,tms,2118,81.4
full,default_align,MAFFT-SPARSECORE,DEFAULT,tgfb,1606,58.1
full,dpa_align,MAFFT-FFTNS1,MAFFT-FFTNS1,blmb,17200,12.0
full,dpa_align,MAFFT-SPARSECORE,MAFFT_PARTTREE,ghf11,521,81.8
full,dpa_align,MAFFT-GINSI,MAFFT_PARTTREE,KAS,2070,54.5
full,default_align,UPP,DEFAULT,Rhodanese,14049,41.7
full,dpa_align,MAFFT-GINSI,MAFFT_PARTTREE,sti,613,55.4
full,dpa_align,MAFFT-GINSI,MAFFT-FFTNS1,OTCace,4795,90.2
full,dpa_align,MAFFT-SPARSECORE,MAFFT-FFTNS1,tms,2118,82.5
full,std_align,MAFFT-FFTNS1,MAFFT-FFTNS1,HLH,6781,72.6
full,dpa_align,MAFFT-GINSI,CLUSTALO,ghf13,12607,30.2
full,dpa_align,MAFFT-SPARSECORE,MAFFT-FFTNS1,phoslip,946,64.0
full,dpa_align,CLUSTALO,MAFFT_PARTTREE,myb_DNA-binding,10398,55.4
full,dpa_align,UPP,MAFFT-FFTNS1,ace,3989,58.0
full,std_align,CLUSTALO,MAFFT-FFTNS1,p450,21013,11.4
full,dpa_align,MAFFT-GINSI,CLUSTALO,toxin,508,53.2
full,dpa_align,MAFFT-SPARSECORE,MAFFT-FFTNS1,DMRL_synthase,2099,75.1
full,dpa_align,CLUSTALO,MAFFT_PARTTREE,blmb,17200,4.7
full,std_align,CLUSTALO,MAFFT-FFTNS1,ins,793,60.9
full,dpa_align,MAFFT-FFTNS1,MAFFT-FFTNS1,biotin_lipoyl,11833,55.3
full,dpa_align,UPP,MAFFT_PARTTREE,hormone_rec,3509,47.0
full,dpa_align,UPP,MAFFT-FFTNS1,HMG_box,4779,79.0
full,dpa_align,CLUSTALO,CLUSTALO,mofe,2567,66.4
full,std_align,CLUSTALO,MAFFT_PARTTREE,ace,3989,38.8
full,dpa_align,UPP,MAFFT-FFTNS1,sodcu,2038,80.7
full,dpa_align,MAFFT-FFTNS1,MAFFT-FFTNS1,tms,2118,78.9
full,dpa_align,CLUSTALO,MAFFT_PARTTREE,ricin,747,71.8
full,dpa_align,UPP,CLUSTALO,tgfb,1606,66.7
full,dpa_align,UPP,MAFFT-FFTNS1,blmb,17200,7.3
full,std_align,CLUSTALO,MAFFT-FFTNS1,rhv,17976,55.4
full,std_align,MAFFT-FFTNS1,CLUSTALO,cyclo,6288,69.3
full,std_align,CLUSTALO,MAFFT_PARTTREE,trfl,837,92.7
full,dpa_align,UPP,CLUSTALO,ChtBD,774,90.7
full,default_align,UPP,DEFAULT,PDZ,14950,68.7
full,std_align,CLUSTALO,CLUSTALO,aadh,3127,48.1
full,dpa_align,UPP,CLUSTALO,PDZ,14950,51.5
full,std_align,MAFFT-FFTNS1,MAFFT_PARTTREE,LIM,6428,69.5
full,std_align,MAFFT-FFTNS1,MAFFT-FFTNS1,rub,1435,96.3
full,std_align,MAFFT-FFTNS1,MAFFT-FFTNS1,GEL,2195,23.3
full,std_align,CLUSTALO,MAFFT-FFTNS1,il8,1073,66.2
full,dpa_align,UPP,MAFFT-FFTNS1,tim,3904,84.6
full,dpa_align,MAFFT-GINSI,MAFFT_PARTTREE,cyt3,385,66.1
full,dpa_align,MAFFT-FFTNS1,MAFFT_PARTTREE,subt,7517,0.0
full,std_align,CLUSTALO,CLUSTALO,peroxidase,4514,47.9
full,dpa_align,CLUSTALO,CLUSTALO,sdr,50157,12.0
full,std_align,CLUSTALO,MAFFT-FFTNS1,myb_DNA-binding,10398,71.4
